token,RT,brown_bigram_surprisal,length,index
on,201.25,0.8248389959335327,2,12385
the,189.2,0.4352611899375915,3,12386
health,238.0,4.0669264793396,6,12387
service.,199.75,2.061014175415039,8,12388
Ask,265.44444444444446,3.850705146789551,3,12389
any,299.5,1.9006319046020508,3,12390
recovering,321.6666666666667,5.440029144287109,10,12391
alcoholic,268.875,5.349371433258057,9,12392
and,358.75,1.8096036911010744,3,12393
they,165.0,2.2830185890197754,4,12394
gladly,218.28571428571428,5.765884876251221,6,12395
accept,266.2857142857143,4.403396129608154,6,12396
that,229.0,1.615770936012268,4,12397
responsibility,312.1,4.585582733154297,14,12398
for,205.5,0.4149525165557861,3,12399
their,326.1428571428572,2.0136923789978027,5,12400
sobriety,375.9,5.763909816741943,8,12401
is,254.5,2.318467855453491,2,12402
theirs,232.66666666666663,4.503077507019043,6,12403
alone.,213.66666666666663,3.914233684539795,6,12404
But,260.0,1.6021519899368286,3,12405
that,311.0,1.7247390747070312,4,12406
is,252.5,1.553897738456726,2,12407
the,178.75,1.0949891805648804,3,12408
rationale,245.16666666666663,4.82725191116333,9,12409
of,205.3333333333333,1.290255069732666,2,12410
a,169.5,1.3818944692611694,1,12411
person,266.2857142857143,2.769195795059204,6,12412
who,203.6,1.1375491619110107,3,12413
has,238.42857142857144,1.4716317653656006,3,12414
made,186.0,1.9093729257583616,4,12415
the,188.8571428571429,1.196020483970642,3,12416
first,225.2,2.0202202796936035,5,12417
vital,372.4,4.509037494659424,5,12418
step,230.5,3.968579053878784,4,12419
towards,366.1666666666667,2.7434234619140625,7,12420
recognising,360.5,6.052680969238281,11,12421
that,217.5,2.2144880294799805,4,12422
a,176.0,1.693132400512695,1,12423
problem,247.75,2.915970802307129,7,12424
exists.,219.125,4.855679035186768,7,12425
The,133.66666666666666,0.9189621806144714,3,12426
first,238.0,2.0202202796936035,5,12427
obstacle,239.25,5.143456935882568,8,12428
is,202.66666666666663,1.5510900020599363,2,12429
the,172.25,1.0949891805648804,3,12430
chronic,251.8,5.523044586181641,7,12431
denial,142.85714285714286,4.847074508666992,6,12432
around,276.3333333333333,3.429701089859009,6,12433
alcoholic,281.6666666666667,5.897130012512207,9,12434
illness.,193.1428571428572,4.537715435028076,8,12435
It,267.0,1.4451422691345217,2,12436
is,216.5,0.7738510370254517,2,12437
everywhere,377.1111111111111,3.983620166778565,10,12438
around,244.22222222222223,3.393073320388794,6,12439
"us,",195.5,2.190235376358032,3,12440
the,182.0,1.671090006828308,3,12441
elephant,197.44444444444449,5.254494667053223,8,12442
in,195.3333333333333,2.015695333480835,2,12443
the,147.0,0.5470973253250122,3,12444
sitting,236.75,4.166062355041504,7,12445
room,180.0,1.3211897611618042,4,12446
we,180.5,3.715399026870728,2,12447
refuse,278.375,5.405888080596924,6,12448
to,100.33333333333331,0.3809154331684112,2,12449
acknowledge.,251.8,3.9955127239227295,12,12450
Hardly,242.66666666666663,3.975962400436402,6,12451
a,225.0,1.0302430391311646,1,12452
family,190.22222222222223,2.856692314147949,6,12453
in,198.3333333333333,1.8680551052093504,2,12454
the,173.42857142857142,0.5470973253250122,3,12455
land,155.0,3.125008344650269,4,12456
is,190.66666666666663,1.729292631149292,2,12457
unaffected,298.6,5.948355197906494,10,12458
by,135.5,1.069823980331421,2,12459
the,160.0,0.5911795496940613,3,12460
problem,157.75,2.7620856761932373,7,12461
-,0.0,4.602622985839844,1,12462
most,198.2,3.594155788421631,4,12463
people,170.0,2.028069019317627,6,12464
know,160.875,2.7193074226379395,4,12465
a,95.66666666666669,1.917247414588928,1,12466
cousin,246.5,4.542961597442627,6,12467
or,161.5,2.159295082092285,2,12468
a,187.0,1.4157263040542605,1,12469
friend,202.0,2.830989122390747,6,12470
who,141.5,2.1421761512756348,3,12471
battles,224.1,5.3692240715026855,7,12472
with,184.5,1.4067952632904053,4,12473
booze,235.57142857142856,5.709839344024658,5,12474
-,277.0,4.1424241065979,1,12475
yet,118.25,3.99359130859375,3,12476
there,122.83333333333331,1.7936131954193115,5,12477
was,173.66666666666666,0.6778467893600464,3,12478
a,168.0,1.095407485961914,1,12479
sense,212.875,2.636878490447998,5,12480
of,163.0,0.3112806379795074,2,12481
shock,204.5,4.274617671966553,5,12482
when,216.0,3.036895751953125,4,12483
this,282.1428571428572,1.947579264640808,4,12484
week's,260.42857142857144,4.093643665313721,6,12485
statistics,309.1,4.932255744934082,10,12486
were,184.25,1.884195566177368,4,12487
unveiled.,385.7,5.639881610870361,9,12488
It,227.66666666666663,1.4451422691345217,2,12489
is,296.2,0.7738510370254517,2,12490
difficult,278.44444444444446,2.730727195739746,9,12491
for,149.8,1.5179991722106934,3,12492
families,247.3,4.303606033325195,8,12493
to,150.0,2.050617218017578,2,12494
face,190.5,2.942710399627685,4,12495
up,224.16666666666663,2.332486391067505,2,12496
to,206.6,0.9451245665550232,2,12497
the,157.33333333333334,0.8707906603813171,3,12498
issue,201.11111111111111,3.369335651397705,5,12499
in,238.5,1.1699692010879517,2,12500
a,166.8,1.1738388538360596,1,12501
society,192.0,3.1089859008789062,7,12502
that,160.5,2.0736937522888184,4,12503
is,196.75,1.553897738456726,2,12504
awash,218.625,4.606791973114014,5,12505
with,178.6,0.6048808693885803,4,12506
denial.,251.0,5.280385494232178,7,12507
Booze,232.0,6.093189239501953,5,12508
is,248.0,2.3814573287963867,2,12509
embedded,251.88888888888889,5.804867267608643,8,12510
in,169.0,0.3974937200546264,2,12511
our,238.2,2.2355055809021,3,12512
national,302.6,2.0276129245758057,8,12513
"rituals,",244.3,5.564996242523193,8,12514
the,200.0,2.13310980796814,3,12515
socially,407.6666666666667,5.207489967346191,8,12516
acceptable,299.6666666666667,4.520636081695557,10,12517
drug.,381.2,4.8419365882873535,5,12518
Far,269.6666666666667,3.759695291519165,3,12519
easier,272.125,3.232997417449951,6,12520
to,202.75,0.5374084115028381,2,12521
rave,277.6666666666667,6.435863971710205,4,12522
on,271.25,2.216635704040528,2,12523
about,225.25,3.300431728363037,5,12524
heroin,301.0,5.906323432922363,6,12525
and,257.0,1.8096036911010744,3,12526
junkies,189.25,6.030075550079346,7,12527
than,138.25,2.95210599899292,4,12528
to,195.8571428571429,1.565823316574097,2,12529
face,166.16666666666666,2.942710399627685,4,12530
alcohol,221.125,5.13117265701294,7,12531
addiction.,181.0,5.473093509674072,10,12532
Popular,188.125,4.95770263671875,7,12533
culture,322.22222222222223,4.193935394287109,7,12534
celebrates,403.77777777777777,5.687314987182617,10,12535
drunkenness,302.6,5.205883502960205,11,12536
(for,157.6,2.3305609226226807,4,12537
a,182.66666666666663,1.073637843132019,1,12538
good,188.375,1.9922208786010744,4,12539
example,223.25,2.6976466178894043,7,12540
of,202.66666666666663,0.7654966711997986,2,12541
what,187.0,2.510885000228882,4,12542
I,151.0,1.399910569190979,1,12543
"mean,",207.0,2.185971975326538,5,12544
witness,324.25,4.815670013427734,7,12545
the,181.0,1.0104044675827026,3,12546
moronic,353.0,6.3352131843566895,7,12547
behaviour,233.5555555555556,5.228108406066895,9,12548
trotted,273.2,5.098212718963623,7,12549
out,220.2,1.4417694807052612,3,12550
on,202.16666666666663,1.6164757013320925,2,12551
ITV's,233.8,6.410998344421387,5,12552
Holiday,347.55555555555554,4.536571502685547,7,12553
Reps,261.75,5.718315124511719,4,12554
programme,405.9,5.752273082733154,9,12555
each,233.1428571428572,3.248764514923096,4,12556
week).,211.875,1.9602062702178955,6,12557
We,0.0,1.9962623119354248,2,12558
ban,200.125,5.787326812744141,3,12559
cigarette,452.9,4.941300392150879,9,12560
advertising,340.1,4.397204399108887,11,12561
from,263.5,2.5718016624450684,4,12562
television,284.25,4.808028221130371,10,12563
but,174.33333333333334,3.066938877105713,3,12564
allow,229.3333333333333,5.029873847961426,5,12565
the,179.0,0.8173548579216003,3,12566
continued,231.22222222222223,3.883482217788696,9,12567
flogging,291.0,6.0449652671813965,8,12568
of,0.0,1.810352563858032,2,12569
booze.,226.875,5.079038619995117,6,12570
We,268.0,1.9962623119354248,2,12571
have,229.75,1.0027930736541748,4,12572
high-alcohol,475.7,5.218564033508301,12,12573
drinks,273.22222222222223,4.661437511444092,6,12574
cynically,429.6,5.729489326477051,9,12575
aimed,240.7142857142857,4.465383529663086,5,12576
at,278.6666666666667,0.3540349304676056,2,12577
the,157.4,0.5093869566917419,3,12578
most,172.57142857142858,2.2198173999786377,4,12579
vulnerable,154.8,3.65521240234375,10,12580
-,213.0,4.210679531097412,1,12581
I,0.0,3.208744764328003,1,12582
mean,142.75,2.185971975326538,4,12583
imagine,251.5,4.701045989990234,7,12584
the,208.3333333333333,1.1026580333709717,3,12585
marketing,280.3333333333333,4.627485752105713,9,12586
strategy,254.625,2.2448201179504395,8,12587
behind,252.875,3.565683364868164,6,12588
Special,350.77777777777777,4.273035526275635,7,12589
Brew.,222.42857142857144,5.280674457550049,5,12590
Just,202.0,2.7592966556549072,4,12591
who,217.5,3.115649938583374,3,12592
is,403.0,1.3499771356582642,2,12593
the,196.5,1.0949891805648804,3,12594
target,171.6,3.663152456283569,6,12595
market?,216.75,4.124387264251709,7,12596
I,183.0,1.6186658143997192,1,12597
can,197.0,1.6614108085632324,3,12598
think,269.7142857142857,2.582780838012696,5,12599
of,207.5,0.7794845700263977,2,12600
two,240.66666666666663,2.715747356414795,3,12601
immediate,234.0,4.503864288330078,9,12602
candidates:,250.88888888888889,4.393436431884766,11,12603
the,195.75,1.971550226211548,3,12604
young,160.0,2.845448732376098,5,12605
and,115.42857142857144,1.3864328861236572,3,12606
the,185.0,1.09398090839386,3,12607
poor,257.0,3.486879110336304,4,12608
with,160.0,2.432319402694702,4,12609
little,237.8571428571429,2.8489158153533936,6,12610
money,205.42857142857144,2.694260835647583,5,12611
who,271.25,3.358957052230835,3,12612
want,210.16666666666663,2.5997235774993896,4,12613
to,212.66666666666663,0.3055083751678467,2,12614
get,174.6,1.9559786319732664,3,12615
pissed,165.88888888888889,6.234307765960693,6,12616
"fast,",225.28571428571428,3.958171367645264,5,12617
and,216.5,1.259743571281433,3,12618
the,183.8571428571429,1.09398090839386,3,12619
alcoholic,423.625,5.932311534881592,9,12620
chasing,225.3333333333333,5.205883502960205,7,12621
oblivion.,447.0,5.466753959655762,9,12622
When,311.6666666666667,2.0042643547058105,4,12623
victims,405.2,5.257018566131592,7,12624
of,241.5,0.7821800708770752,2,12625
alcohol,233.11111111111111,4.919397354125977,7,12626
abuse,324.1428571428572,4.817605972290039,5,12627
get,211.9,3.87905502319336,3,12628
sick,154.28571428571428,3.4683146476745605,4,12629
they,242.875,3.3236727714538574,4,12630
find,214.0,3.3260624408721924,4,12631
a,173.66666666666666,0.9570662379264832,1,12632
medical,234.28571428571428,3.4815595149993896,7,12633
system,172.0,2.7713022232055664,6,12634
woefully,192.0,5.94787073135376,8,12635
ill,218.0,4.107734680175781,3,12636
equipped,351.5,4.734452247619629,8,12637
to,228.5,0.6731137633323669,2,12638
deal,184.875,3.097896814346313,4,12639
with,171.83333333333334,0.6661808490753174,4,12640
the,168.66666666666666,0.6727896332740784,3,12641
crisis.,301.77777777777777,3.4717602729797363,7,12642
Alcohol,228.0,5.162925720214844,7,12643
Concern,228.125,4.063745021820068,7,12644
carried,293.25,4.32637357711792,7,12645
out,198.6,0.6249067783355713,3,12646
a,146.0,1.562045931816101,1,12647
survey,165.85714285714286,3.8831570148468018,6,12648
last,209.2,3.562194347381592,4,12649
August,217.625,4.947295665740967,6,12650
that,158.0,2.4412646293640137,4,12651
found,214.22222222222223,3.819927930831909,5,12652
that,260.0,1.1124944686889648,4,12653
71,183.66666666666663,5.405869007110596,2,12654
per,168.4,3.5712437629699707,3,12655
cent,185.3333333333333,0.40928915143013,4,12656
of,129.5,0.4438235759735107,2,12657
doctors,287.5,4.2634124755859375,7,12658
and,184.75,1.507523775100708,3,12659
nurses,185.4,4.895190715789795,6,12660
interviewed,229.625,4.859313488006592,11,12661
felt,241.5,3.789294242858887,4,12662
they,183.5,2.980200290679932,4,12663
had,169.2,1.1572906970977783,3,12664
insufficient,313.9,5.524019241333008,12,12665
information,203.5,3.7651758193969727,11,12666
to,188.3333333333333,1.6144163608551023,2,12667
help,134.6,2.4806337356567383,4,12668
dependent,423.1,4.591965198516846,9,12669
drinkers.,291.77777777777777,5.86902379989624,9,12670
You,141.25,2.262701749801636,3,12671
might,362.3333333333333,2.1751701831817627,5,12672
imagine,224.5,4.845817565917969,7,12673
"that,",123.0,0.7549440860748291,5,12674
with,178.0,2.5659618377685547,4,12675
alcohol,347.0,4.400501728057861,7,12676
costing,296.55555555555554,5.135725021362305,7,12677
the,302.4,1.319080471992493,3,12678
NHS,235.4,6.3352131843566895,3,12679
�3bn,390.1111111111111,5.631010055541992,4,12680
a,172.85714285714286,2.274094343185425,1,12681
"year,",221.75,2.325355052947998,5,12682
politicians,374.875,5.17763090133667,11,12683
might,354.6666666666667,3.464015245437622,5,12684
express,318.9,4.771887302398682,7,12685
a,60.0,1.606937050819397,1,12686
sense,183.5,2.636878490447998,5,12687
of,185.66666666666663,0.3112806379795074,2,12688
urgency.,215.22222222222223,4.551345348358154,8,12689
But,217.75,1.6021519899368286,3,12690
like,291.0,3.396970272064209,4,12691
the,176.66666666666666,0.9978557229042052,3,12692
rest,181.5,2.813961982727051,4,12693
of,238.3333333333333,0.3029090464115143,2,12694
us,195.2,2.530689477920532,2,12695
they,274.25,3.1782376766204834,4,12696
are,223.0,1.0131384134292605,3,12697
cocooned,422.4,6.124083042144775,8,12698
in,349.0,1.8595637083053589,2,12699
denial.,298.3333333333333,5.459268093109131,7,12700
This,222.3333333333333,1.7001044750213623,4,12701
isn't,212.8333333333333,3.279414415359497,5,12702
a,199.0,1.5361273288726809,1,12703
crisis,320.3333333333333,3.7579500675201416,6,12704
that,180.66666666666663,2.231607913970948,4,12705
can,210.0,2.3949599266052246,3,12706
be,145.66666666666666,0.5446299314498901,2,12707
solved,195.2,2.822051286697388,6,12708
with,201.2,2.4514997005462646,4,12709
drugs.,147.75,5.041671276092529,6,12710
They,192.6,1.8077789545059204,4,12711
can,261.6,1.6972758769989014,3,12712
help,222.625,2.424247026443481,4,12713
you,216.2,1.6670074462890625,3,12714
out,190.57142857142856,2.9557058811187744,3,12715
of,155.0,0.5862274169921875,2,12716
"detox,",248.6,6.3301544189453125,6,12717
but,177.5,2.814138650894165,3,12718
meaningful,260.6666666666667,5.171558380126953,10,12719
treatment,239.1,4.02075719833374,9,12720
depends,239.7,4.507874488830566,7,12721
on,131.0,0.2333405762910843,2,12722
skilled,248.3333333333333,5.14690637588501,7,12723
counsellors.,261.1,5.844910144805908,12,12724
Right,172.5,3.984097003936768,5,12725
now,264.75,1.5165618658065796,3,12726
we,149.4,2.007669448852539,2,12727
have,162.66666666666666,1.0027930736541748,4,12728
a,0.0,1.1785600185394287,1,12729
chronic,197.5,4.368889808654785,7,12730
shortage,283.77777777777777,4.847074508666992,8,12731
of,200.5,0.1385896652936935,2,12732
hospital,233.4,4.53510856628418,8,12733
places,198.0,4.246063232421875,6,12734
for,252.3333333333333,2.2521440982818604,3,12735
those,195.875,2.2500112056732178,5,12736
suffering,188.5,4.664829730987549,9,12737
from,174.4,0.8898319005966187,4,12738
alcoholic,200.22222222222223,5.808238506317139,9,12739
illnesses.,172.0,5.466753959655762,10,12740
We,109.0,1.9962623119354248,2,12741
dry,186.3333333333333,4.751995086669922,3,12742
out,287.1666666666667,1.8541897535324097,3,12743
the,173.25,1.2312629222869873,3,12744
drunks,306.4,5.932311534881592,6,12745
and,186.4,1.8096036911010744,3,12746
put,318.0,2.879366159439087,3,12747
them,200.4,1.653110146522522,4,12748
back,133.33333333333334,2.7904417514801025,4,12749
on,216.2,1.564316987991333,2,12750
the,183.66666666666663,0.4352611899375915,3,12751
street,181.0,2.8681583404541016,6,12752
and,188.3333333333333,1.0818783044815063,3,12753
they,251.16666666666663,2.2830185890197754,4,12754
come,265.3333333333333,2.418024063110352,4,12755
back,244.125,1.3572232723236084,4,12756
again,216.875,2.7656023502349854,5,12757
and,273.0,1.2149509191513062,3,12758
again.,196.5555555555556,2.872326374053955,6,12759
Many,122.5,2.724877119064331,4,12760
find,232.8,4.124417304992676,4,12761
their,200.28571428571428,2.163682460784912,5,12762
way,165.33333333333334,1.8807039260864256,3,12763
into,248.25,1.7873903512954712,4,12764
the,182.16666666666663,0.4222069680690765,3,12765
criminal,211.44444444444449,4.139965057373047,8,12766
justice,268.125,4.290398120880127,7,12767
system.,147.0,3.829422235488892,7,12768
Not,180.5,2.5540361404418945,3,12769
just,163.33333333333334,2.3785295486450195,4,12770
the,208.3333333333333,1.334834098815918,3,12771
street,224.625,2.8681583404541016,6,12772
drunks,302.42857142857144,5.713376522064209,6,12773
banged,203.42857142857144,5.205883502960205,6,12774
away,254.625,3.4348037242889404,4,12775
for,209.66666666666663,1.9517985582351685,3,12776
being,233.5,2.9094629287719727,5,12777
drunk,192.8333333333333,4.522354602813721,5,12778
and,183.6,1.9557690620422363,3,12779
"disorderly,",201.11111111111111,5.777238845825195,11,12780
but,165.0,2.935401678085327,3,12781
also,210.3333333333333,1.777453064918518,4,12782
the,152.0,1.3741103410720823,3,12783
businessmen,233.75,4.731764793395996,11,12784
and,208.0,1.1334584951400757,3,12785
women,164.5,2.8902571201324463,5,12786
hauled,280.0,5.16016960144043,6,12787
off,288.6666666666667,3.250038146972656,3,12788
to,195.4,1.1444402933120728,2,12789
the,185.0,0.8707906603813171,3,12790
cells,212.28571428571428,3.9507298469543457,5,12791
because,177.25,3.476346969604492,7,12792
they've,142.8,5.665842056274414,7,12793
trashed,241.28571428571428,5.816244125366211,7,12794
the,285.75,2.011846780776977,3,12795
house,157.8,2.496245861053467,5,12796
or,157.0,2.051465511322021,2,12797
committed,200.3333333333333,4.0983567237854,9,12798
an,279.0,3.263596296310425,2,12799
"assault,",238.22222222222223,3.367556571960449,8,12800
the,269.0,2.2335197925567627,3,12801
man,181.0,2.5577640533447266,3,12802
who,165.875,1.143092155456543,3,12803
kills,177.75,5.3692240715026855,5,12804
in,203.0,1.9808268547058103,2,12805
the,242.66666666666663,0.5470973253250122,3,12806
middle,206.11111111111111,2.889267683029175,6,12807
of,149.0,0.5653542280197144,2,12808
a,185.5,1.3818944692611694,1,12809
blackout.,326.5,4.873112678527832,9,12810
I,109.0,1.6186658143997192,1,12811
normally,203.7142857142857,5.110439777374268,8,12812
rush,243.75,4.7464280128479,4,12813
for,215.0,2.467639446258545,3,12814
the,260.5,0.7050951719284058,3,12815
door,252.8571428571429,2.607626438140869,4,12816
when,224.8,2.924655199050904,4,12817
I,143.8,1.2243496179580688,1,12818
hear,250.2,3.152172088623047,4,12819
a,194.5,1.4158343076705933,1,12820
politician,429.0,3.6950533390045166,10,12821
or,142.0,2.484683036804199,2,12822
civil,206.375,4.548055171966553,5,12823
servant,238.8333333333333,5.309274196624756,7,12824
droning,316.0,5.860513210296631,7,12825
on,327.6666666666667,2.216635704040528,2,12826
about,260.6666666666667,3.300431728363037,5,12827
'co-ordinated,560.4444444444445,6.041777610778809,13,12828
strategy'.,443.55555555555554,4.488181114196777,10,12829
But,158.33333333333334,1.6021519899368286,3,12830
the,272.8,1.0454761981964111,3,12831
scale,262.0,4.001949310302734,5,12832
of,190.0,0.7454778552055359,2,12833
damage,276.0,4.433068752288818,6,12834
being,280.2857142857143,3.589975118637085,5,12835
done,284.3333333333333,1.7870692014694214,4,12836
by,280.5,1.2995320558547974,2,12837
alcohol-,252.25,6.143948554992676,8,12838
related,193.0,3.898531913757324,7,12839
illness,168.0,4.943758010864258,7,12840
demands,239.22222222222223,4.404122352600098,7,12841
action,247.7142857142857,3.8859612941741934,6,12842
across,236.77777777777777,3.8964524269104,6,12843
the,200.66666666666663,0.1829743981361389,3,12844
widest,223.8571428571429,4.636176586151123,6,12845
range,265.125,3.895960569381714,5,12846
of,206.25,0.3823197185993194,2,12847
areas.,203.75,4.167163372039795,6,12848
It,207.0,1.4451422691345217,2,12849
means,175.4,2.870078563690185,5,12850
a,256.5,1.7915825843811035,1,12851
huge,230.0,3.1922595500946045,4,12852
increase,167.66666666666666,3.9304823875427246,8,12853
in,150.5,0.4950043261051178,2,12854
funding,296.42857142857144,6.285046577453613,7,12855
for,268.6666666666667,2.267571449279785,3,12856
alcoholism,359.3333333333333,6.123265743255615,10,12857
treatment,347.55555555555554,3.946698665618897,9,12858
and,168.0,2.043444871902466,3,12859
research,331.7,3.452204465866089,8,12860
and,199.0,0.6908556222915649,3,12861
a,0.0,1.6393860578536987,1,12862
willingness,303.1,5.318724632263184,11,12863
on,131.0,2.78948974609375,2,12864
the,155.75,0.4352611899375915,3,12865
part,106.0,3.15127182006836,4,12866
of,129.5,0.2224148064851761,2,12867
political,252.7142857142857,3.252307415008545,9,12868
leaders,224.44444444444449,2.2106287479400635,7,12869
and,171.0,1.3139160871505735,3,12870
the,310.4,1.09398090839386,3,12871
media,188.0,5.1310200691223145,5,12872
to,379.25,2.1232690811157227,2,12873
end,296.3333333333333,3.1299893856048584,3,12874
the,189.5,1.8143928050994875,3,12875
denial.,300.7142857142857,4.765161037445068,7,12876
We,125.0,1.9962623119354248,2,12877
must,279.0,1.454689383506775,4,12878
talk,188.75,3.567950487136841,4,12879
about,164.5,0.7041077613830566,5,12880
this,235.5,1.7352447509765625,4,12881
stuff,216.2,3.722293138504028,5,12882
that,395.3333333333333,1.9586318731307983,4,12883
kills,260.1666666666667,4.057695865631104,5,12884
so,429.0,2.983162641525269,2,12885
"many,",231.75,1.4929934740066528,5,12886
bring,313.0,4.411550998687744,5,12887
the,291.0,1.0474470853805542,3,12888
healthcare,423.75,6.3352131843566895,10,12889
"professionals,",457.625,4.703181743621826,14,12890
the,227.5,2.2361059188842773,3,12891
criminal,322.1111111111111,4.139965057373047,8,12892
justice,176.85714285714286,4.290398120880127,7,12893
"system,",200.8,3.829422235488892,7,12894
the,197.0,2.208911418914795,3,12895
media,198.5555555555556,5.1310200691223145,5,12896
and,186.2,1.4993964433670044,3,12897
the,140.0,1.09398090839386,3,12898
drinks,245.1,5.120655536651611,6,12899
industry,257.6666666666667,4.0542521476745605,8,12900
into,299.75,3.1460914611816406,4,12901
a,120.0,0.9172335267066956,1,12902
public,265.125,2.7939696311950684,6,12903
debate.,231.25,3.240651130676269,7,12904
To,203.5,2.0641298294067383,2,12905
the,131.0,0.8707906603813171,3,12906
millions,201.1428571428572,3.921183824539185,8,12907
caught,223.8571428571429,4.499537944793701,6,12908
in,251.5,1.140234112739563,2,12909
the,181.5,0.5470973253250122,3,12910
middle,240.0,2.889267683029175,6,12911
of,203.0,0.5653542280197144,2,12912
this,175.0,1.809556484222412,4,12913
"nightmare,",273.22222222222223,5.505997657775879,10,12914
something,255.11111111111111,3.8616437911987305,9,12915
better,216.7142857142857,2.6777358055114746,6,12916
is,177.66666666666666,2.538187026977539,2,12917
owed,267.8,4.534695625305176,4,12918
than,204.0,2.9680304527282715,4,12919
the,161.0,0.8386796116828918,3,12920
present,292.6,2.70276403427124,7,12921
dishonest,387.3,5.554649353027344,9,12922
shambles.,247.8571428571429,5.752273082733154,9,12923
Our,289.6,2.8198258876800537,3,12924
best,246.66666666666663,3.0901553630828857,4,12925
scientists,280.8,4.631400108337402,10,12926
used,176.0,3.65538477897644,4,12927
to,236.66666666666663,0.6373106241226196,2,12928
be,186.75,1.182197093963623,2,12929
confined,436.8,3.835138559341431,8,12930
to,303.0,0.2205488383769989,2,12931
university,302.5,4.08594274520874,10,12932
research.,276.0,4.186189651489258,9,12933
Now,218.4,2.3906567096710205,3,12934
Britain,242.7142857142857,3.6903254985809326,7,12935
is,115.66666666666669,2.554994583129883,2,12936
profiting,182.5,6.351256847381592,9,12937
from,274.0,2.352385997772217,4,12938
their,278.57142857142856,2.0343775749206543,5,12939
genius.,321.75,4.673943996429443,7,12940
Some,262.4,2.433095216751098,4,12941
criticisms,392.6,5.071295738220215,10,12942
of,161.0,1.0391594171524048,2,12943
Britain,309.8,3.860624074935913,7,12944
come,206.28571428571428,3.830125093460083,4,12945
and,143.5,1.6824007034301758,3,12946
"go,",187.1428571428572,3.2018184661865234,3,12947
others,235.0,4.425964832305908,6,12948
seem,204.25,4.102976799011231,4,12949
impossible,236.8571428571429,2.962073564529419,10,12950
to,0.0,0.5647903680801392,2,12951
shift.,283.4,3.587268352508545,6,12952
For,274.0,1.939103484153748,3,12953
nearly,248.66666666666663,3.517210960388184,6,12954
a,159.0,1.1519681215286257,1,12955
"century,",193.22222222222223,3.061504602432251,8,12956
this,174.2,2.773021697998047,4,12957
country,158.625,1.9128488302230835,7,12958
has,203.8,2.25765347480774,3,12959
lived,199.22222222222223,2.82669448852539,5,12960
with,131.4,1.7985714673995972,4,12961
a,157.0,0.898048996925354,1,12962
sorry,222.16666666666663,4.863380432128906,5,12963
fact:,233.3333333333333,2.2908647060394287,5,12964
we,165.0,3.904274940490722,2,12965
have,278.6666666666667,1.0027930736541748,4,12966
a,173.0,1.1785600185394287,1,12967
disproportionate,383.1,4.403303623199463,16,12968
number,260.6666666666667,3.785559892654419,6,12969
of,140.0,0.1089139431715011,2,12970
the,153.0,0.5706213116645813,3,12971
world's,220.5,3.3552844524383545,7,12972
most,167.85714285714286,3.520423650741577,4,12973
inventive,276.1111111111111,5.6070733070373535,9,12974
scientific,269.125,4.107734680175781,10,12975
"minds,",251.1428571428572,4.468297004699707,6,12976
but,327.3333333333333,3.283385753631592,3,12977
are,308.4,2.7699167728424072,3,12978
truly,219.8,4.62937593460083,5,12979
terrible,310.9,4.514103889465332,8,12980
at,245.0,2.4896371364593506,2,12981
exploiting,494.7,6.250802040100098,10,12982
them.,236.16666666666663,0.6114187240600586,5,12983
But,244.66666666666663,1.6021519899368286,3,12984
all,259.25,2.3933773040771484,3,12985
that,348.0,1.759774684906006,4,12986
is,332.4,1.553897738456726,2,12987
becoming,270.1,2.838219165802002,8,12988
a,158.0,0.9277421236038208,1,12989
thing,261.375,2.920773267745972,5,12990
of,201.0,2.197508811950684,2,12991
the,128.2,0.5706213116645813,3,12992
past.,181.25,2.673658609390259,5,12993
The,265.6666666666667,0.9189621806144714,3,12994
market,351.6,3.2336015701293945,6,12995
bubble,294.2,5.353757858276367,6,12996
of,225.0,0.8506298065185547,2,12997
1999-2000,457.5,6.3301544189453125,9,12998
showed,251.3,3.6881508827209473,6,12999
that,108.0,1.0718058347702026,4,13000
"science,",256.57142857142856,3.344449043273926,8,13001
in,198.0,1.9491193294525144,2,13002
all,293.5,2.1855828762054443,3,13003
its,170.85714285714286,2.189363956451416,3,13004
"forms,",256.625,4.0493645668029785,6,13005
has,199.0,3.216221332550049,3,13006
a,168.8,1.294232964515686,1,13007
huge,216.1,3.1922595500946045,4,13008
capacity,321.1111111111111,4.120477199554443,8,13009
to,283.0,0.6500212550163269,2,13010
excite.,296.4,4.989707946777344,7,13011
"Small,",229.22222222222223,3.80433201789856,6,13012
university-,243.66666666666663,5.9160685539245605,11,13013
originated,282.7142857142857,4.536571502685547,10,13014
companies,291.55555555555554,4.205636978149414,9,13015
such,169.75,3.412339210510254,4,13016
as,206.0,0.8134760856628418,2,13017
"Osmetech,",570.6,6.3351898193359375,9,13018
which,261.0,2.569946765899658,5,13019
makes,246.375,2.354893207550049,5,13020
a,168.0,0.9359460473060608,1,13021
hi-tech,325.5,6.192562103271484,7,13022
"'nose',",267.6,4.322459697723389,7,13023
De,320.8,4.048933982849121,2,13024
Novo,441.5,2.7026612758636475,4,13025
"Pharmaceuticals,",396.8,5.752273082733154,16,13026
which,182.25,2.569946765899658,5,13027
makes,183.875,2.354893207550049,5,13028
gene-based,462.8,4.278020858764648,10,13029
"medicine,",288.77777777777777,5.133971214294434,9,13030
and,197.0,1.0407772064208984,3,13031
the,199.125,1.09398090839386,3,13032
