word	sentid	sentpos	wlen	surp	entropy	entred
of	96	7	2	0.037202734500169754	0.35967129468917847	9.989826500415802
<unk>	96	8	5	2.85027813911438	10.448155403137207	0
her	96	9	3	12.63869571685791	8.096695899963379	2.351459503173828
mother	96	10	6	8.811918258666992	9.197364807128906	0
had	96	11	3	7.490743637084961	5.16855001449585	4.028814792633057
once	96	12	4	9.204785346984863	7.3615827560424805	0
given	96	13	5	8.544275283813477	8.042597770690918	0
her	96	14	3	6.222011566162109	6.376177787780762	1.6664199829101562
when	96	15	4	10.844191551208496	9.141852378845215	0
she	96	16	3	2.783737897872925	4.009540557861328	5.132311820983887
left	96	17	4	7.1180009841918945	5.808507442474365	0
<unk>	96	18	5	5.225164413452148	6.272809028625488	0
but	96	19	3	8.876163482666016	5.928720951080322	0.344088077545166
they	96	20	4	5.659506797790527	7.965635776519775	0
were	96	21	4	2.241156816482544	7.296897888183594	0.6687378883361816
as	96	22	2	9.36408805847168	9.28018569946289	0
much	96	23	4	5.304248332977295	6.958439826965332	2.3217458724975586
use	96	24	3	15.982327461242676	6.305593967437744	0.6528458595275879
to	96	25	2	5.296796798706055	4.832437515258789	1.473156452178955
her	96	26	3	6.439919471740723	8.404779434204102	0
as	96	27	2	6.198034763336182	8.74500560760498	0
a	96	28	1	2.1159567832946777	6.073644638061523	2.671360969543457
chocolate	96	29	9	14.696677207946777	9.959453582763672	0
<unk>	96	30	5	3.6095268726348877	9.475764274597168	0.4836893081665039
The	97	0	3	3.6612181663513184	5.634664058685303	0
<unk>	97	1	5	2.9621829986572266	10.153865814208984	0
owned	97	2	5	14.154532432556152	7.528629779815674	2.6252360343933105
by	97	3	2	1.4982656240463257	4.942503452301025	2.5861263275146484
her	97	4	3	9.66917610168457	6.973113059997559	0
mother	97	5	6	4.515869140625	7.5051798820495605	0
were	97	6	4	8.67138957977295	4.68565559387207	2.8195242881774902
so	97	7	2	9.560920715332031	9.016754150390625	0
large	97	8	5	7.506651401519775	9.582758903503418	0
that	97	9	4	3.867955207824707	5.247526168823242	4.335232734680176
the	97	10	3	1.856360673904419	6.006996154785156	0
<unk>	97	11	5	3.8456008434295654	10.775215148925781	0
little	97	12	6	13.918517112731934	7.562750816345215	3.2124643325805664
creature	97	13	8	14.797750473022461	8.835021018981934	0
had	97	14	3	4.600811958312988	6.629278182983398	2.205742835998535
lost	97	15	4	7.9187211990356445	6.5011491775512695	0.1281290054321289
them	97	16	4	8.047229766845703	6.756845474243164	0
while	97	17	5	8.57915210723877	4.828512668609619	1.928332805633545
running	97	18	7	10.848943710327148	8.366860389709473	0
across	97	19	6	7.628748893737793	6.200511932373047	2.166348457336426
the	97	20	3	0.6994731426239014	4.143427848815918	2.057084083557129
street	97	21	6	5.36435079574585	9.431184768676758	0
to	97	22	2	4.7989912033081055	4.910776615142822	4.5204081535339355
avoid	97	23	5	7.160618782043457	8.476435661315918	0
two	97	24	3	8.164194107055664	8.819284439086914	0
carriages	97	25	9	15.090251922607422	8.460497856140137	0.35878658294677734
that	97	26	4	6.359513759613037	4.4190497398376465	4.04144811630249
were	97	27	4	2.5570032596588135	7.366739273071289	0
rolling	97	28	7	17.775665283203125	9.4487886428833	0
along	97	29	5	8.935702323913574	8.943161010742188	0.5056276321411133
at	97	30	2	9.808730125427246	2.744046211242676	6.199114799499512
a	97	31	1	3.5066077709198	5.642638206481934	0
terrible	97	32	8	13.95871639251709	9.249966621398926	0
<unk>	97	33	5	6.57088565826416	7.285782814025879	1.9641838073730469
One	98	0	3	9.166333198547363	5.634664058685303	0
of	98	1	2	0.8804696798324585	5.509710311889648	0.1249537467956543
the	98	2	3	0.48058179020881653	2.512566328048706	2.9971439838409424
<unk>	98	3	5	4.412865161895752	8.194684028625488	0
she	98	4	3	13.558966636657715	7.729085922241211	0.46559810638427734
could	98	5	5	6.75931978225708	6.327332019805908	1.4017539024353027
not	98	6	3	3.445794105529785	7.96474027633667	0
<unk>	98	7	5	4.925513744354248	8.063167572021484	0
and	98	8	3	5.175261497497559	6.130366325378418	1.9328012466430664
a	98	9	1	6.36007022857666	9.635476112365723	0
boy	98	10	3	11.49830436706543	10.327012062072754	0
seized	98	11	6	19.80940055847168	7.345143795013428	2.981868267059326
upon	98	12	4	10.650428771972656	6.488976955413818	0.8561668395996094
the	98	13	3	1.8376203775405884	6.1349568367004395	0.3540201187133789
<unk>	98	14	5	3.463101387023926	10.589197158813477	0
saying	98	15	6	14.511018753051758	6.316287040710449	4.272910118103027
that	98	16	4	1.7495858669281006	3.8296492099761963	2.486637830734253
he	98	17	2	2.3781893253326416	5.171118259429932	0
could	98	18	5	4.935596466064453	5.735894203186035	0
use	98	19	3	9.065113067626953	6.654400825500488	0
it	98	20	2	4.620691776275635	6.250000953674316	0.4043998718261719
as	98	21	2	2.9352400302886963	5.422143459320068	0.827857494354248
a	98	22	1	1.2151234149932861	4.945897102355957	0.47624635696411133
home	98	23	4	11.519920349121094	10.24017333984375	0
for	98	24	3	4.516301155090332	6.1275858879089355	4.1125874519348145
his	98	25	3	4.399307727813721	6.466766834259033	0
little	98	26	6	13.559666633605957	9.555281639099121	0
pet	98	27	3	13.7857027053833	8.156338691711426	1.3989429473876953
<unk>	98	28	5	5.461520195007324	5.791534423828125	2.364804267883301
So	99	0	2	12.13854694366455	5.634664058685303	0
with	99	1	4	7.711292743682861	5.143661975860596	0.49100208282470703
her	99	2	3	7.100748062133789	6.127943992614746	0
naked	99	3	5	14.551322937011719	10.02747631072998	0
<unk>	99	4	5	4.275096416473389	9.915369987487793	0.1121063232421875
which	99	5	5	9.453201293945312	6.328024387359619	3.587345600128174
were	99	6	4	5.112167835235596	6.627748489379883	0
quite	99	7	5	10.698163986206055	9.4150390625	0
red	99	8	3	10.828734397888184	9.326556205749512	0.08848285675048828
and	99	9	3	2.0975358486175537	3.873223304748535	5.453332901000977
blue	99	10	4	9.003767967224121	9.672517776489258	0
with	99	11	4	5.957186698913574	3.91104793548584	5.761469841003418
the	99	12	3	2.8291313648223877	8.43652629852295	0
<unk>	99	13	5	2.8774261474609375	10.1840238571167	0
the	99	14	3	7.829523086547852	6.965307712554932	3.2187161445617676
little	99	15	6	12.74036979675293	10.291472434997559	0
girl	99	16	4	11.793700218200684	9.59442138671875	0.6970510482788086
went	99	17	4	12.642769813537598	6.114477157592773	3.4799442291259766
<unk>	99	18	5	7.148955821990967	5.177834510803223	0.9366426467895508
wondering	99	19	9	18.43393325805664	4.856945037841797	0.3208894729614258
how	99	20	3	5.645610809326172	4.4903154373168945	0.36662960052490234
she	99	21	3	6.543630123138428	6.247053623199463	0
would	99	22	5	2.970297336578369	5.641108989715576	0.6059446334838867
get	99	23	3	6.853619575500488	7.050614356994629	0
through	99	24	7	8.303860664367676	7.529806137084961	0
this	99	25	4	7.915226459503174	6.097322463989258	1.4324836730957031
<unk>	99	26	5	5.916004180908203	8.885990142822266	0
<unk>	99	27	5	6.188666343688965	5.981313705444336	2.9046764373779297
She	100	0	3	8.767645835876465	5.634664058685303	0
approached	100	1	10	12.475815773010254	6.54356575012207	0
an	100	2	2	7.103666305541992	6.399582862854004	0.1439828872680664
old	100	3	3	5.130688667297363	9.324660301208496	0
<unk>	100	4	5	3.4690191745758057	8.583147048950195	0.7415132522583008
she	100	5	3	13.781420707702637	7.582025051116943	1.001121997833252
had	100	6	3	3.253429412841797	6.40761137008667	1.1744136810302734
used	100	7	4	8.246016502380371	7.859523296356201	0
as	100	8	2	4.348393440246582	5.835306167602539	2.024217128753662
a	100	9	1	1.2040013074874878	4.737849712371826	1.097456455230713
shelter	100	10	7	15.139243125915527	10.109222412109375	0
a	100	11	1	12.392065048217773	3.88197922706604	6.227243185043335
few	100	12	3	7.53584098815918	10.40400505065918	0
times	100	13	5	3.921475887298584	6.529236316680908	3.8747687339782715
<unk>	100	14	5	6.979336738586426	5.709712982177734	0.8195233345031738
and	100	15	3	3.6028215885162354	5.838364601135254	0
found	100	16	5	10.30479907989502	9.502535820007324	0
the	100	17	3	2.74875545501709	6.6227827072143555	2.8797531127929688
entrance	100	18	8	11.949984550476074	10.752182960510254	0
was	100	19	3	7.139472961425781	4.384974002838135	6.367208957672119
<unk>	100	20	5	5.098186492919922	8.924236297607422	0
<unk>	101	0	5	2.6835286617279053	5.634664058685303	0
luck	101	1	4	19.618249893188477	6.5133161544799805	0
for	101	2	3	3.3649039268493652	5.069585800170898	1.443730354309082
the	101	3	3	1.300707221031189	6.090620517730713	0
<unk>	101	4	5	3.757943868637085	10.268649101257324	0
This	102	0	4	7.4440741539001465	5.634664058685303	0
day	102	1	3	8.668360710144043	7.913949012756348	0
was	102	2	3	3.1974751949310303	6.528598785400391	1.385350227355957
even	102	3	4	9.065730094909668	8.615464210510254	0
worse	102	4	5	10.538835525512695	9.308724403381348	0
than	102	5	4	4.541949272155762	4.417425632476807	4.891298770904541
the	102	6	3	1.6387778520584106	6.288124084472656	0
<unk>	102	7	5	3.999783515930176	10.659547805786133	0
No	103	0	2	10.22485065460205	5.634664058685303	0
Good	103	1	4	14.147411346435547	9.461625099182129	0
<unk>	103	2	5	2.9681742191314697	7.059018135070801	2.402606964111328
had	103	3	3	8.561904907226562	7.606709957122803	0
given	103	4	5	8.627067565917969	6.854544639587402	0.7521653175354004
her	103	5	3	7.571720600128174	6.247304916381836	0.6072397232055664
even	103	6	4	11.19237232208252	9.124911308288574	0
a	103	7	1	3.7545883655548096	9.09753131866455	0.027379989624023438
<unk>	103	8	5	4.070697784423828	10.091426849365234	0
And	104	0	3	9.764795303344727	5.634664058685303	0
she	104	1	3	7.6516194343566895	7.206284999847412	0
had	104	2	3	4.35280704498291	6.4566426277160645	0.7496423721313477
no	104	3	2	4.452242851257324	7.514986515045166	0
luck	104	4	4	10.587839126586914	9.41578483581543	0
selling	104	5	7	17.7421817779541	3.222064971923828	6.193719863891602
any	104	6	3	6.847399711608887	6.849814414978027	0
matches	104	7	7	15.443216323852539	8.854211807250977	0
that	104	8	4	5.450500011444092	4.897828102111816	3.95638370513916
she	104	9	3	7.237873554229736	7.595357894897461	0
carried	104	10	7	11.452132225036621	6.941751003265381	0.6536068916320801
in	104	11	2	6.1087117195129395	5.976846218109131	0.96490478515625
the	104	12	3	2.3749067783355713	6.864032745361328	0
old	104	13	3	9.601049423217773	10.060005187988281	0
apron	104	14	5	17.5223388671875	9.419868469238281	0.64013671875
her	104	15	3	14.056246757507324	7.152663707733154	2.267204761505127
grandmother	104	16	11	12.931431770324707	7.704625129699707	0
had	104	17	3	8.891409873962402	4.808161735534668	2.896463394165039
given	104	18	5	8.182863235473633	7.608010768890381	0
<unk>	104	19	5	5.6009626388549805	7.02131986618042	0.5866909027099609
<unk>	105	0	5	2.6835286617279053	5.634664058685303	0
little	105	1	6	14.650308609008789	6.5133161544799805	0
<unk>	105	2	5	3.3257203102111816	9.010564804077148	0
she	105	3	3	11.691971778869629	6.839854717254639	2.1707100868225098
looked	105	4	6	10.89650821685791	6.293454647064209	0.5464000701904297
the	105	5	3	5.349781036376953	6.295318126678467	0
picture	105	6	7	13.297764778137207	9.38909912109375	0
of	105	7	2	2.414529800415039	6.220646858215332	3.168452262878418
<unk>	105	8	5	3.9579033851623535	6.0116777420043945	0.2089691162109375
On	106	0	2	7.76884651184082	5.634664058685303	0
her	106	1	3	9.943547248840332	5.909018516540527	0
<unk>	106	2	5	4.628718852996826	8.395946502685547	0
fair	106	3	4	16.599777221679688	6.000182151794434	2.3957643508911133
<unk>	106	4	5	6.137648105621338	5.580223560333252	0.41995859146118164
which	106	5	5	9.519747734069824	5.0832977294921875	0.49692583084106445
hung	106	6	4	17.158082962036133	7.045285224914551	0
in	106	7	2	6.612271308898926	5.547760486602783	1.4975247383117676
<unk>	106	8	5	4.828155517578125	5.7397661209106445	0
on	106	9	2	7.368829250335693	6.064781665802002	0
her	106	10	3	7.854077339172363	4.953140735626221	1.1116409301757812
<unk>	106	11	5	4.240601539611816	9.350384712219238	0
the	106	12	3	7.162890911102295	6.3707380294799805	2.979646682739258
<unk>	106	13	5	2.5353686809539795	9.298686027526855	0
kept	106	14	4	14.493892669677734	6.8126702308654785	2.486015796661377
<unk>	106	15	5	5.405796051025391	6.2731194496154785	0.53955078125
but	106	16	3	8.847164154052734	6.1945295333862305	0.07858991622924805
she	106	17	3	6.74952507019043	8.413900375366211	0
did	106	18	3	5.194924831390381	6.666849613189697	1.7470507621765137
not	106	19	3	0.21684589982032776	1.635739803314209	5.031109809875488
notice	106	20	6	12.705833435058594	8.335409164428711	0
them	106	21	4	6.288105487823486	6.332238674163818	2.0031704902648926
as	106	22	2	3.790569543838501	4.690901279449463	1.6413373947143555
she	106	23	3	6.84398078918457	5.982429504394531	0
<unk>	106	24	5	6.566760540008545	6.782404899597168	0
<unk>	106	25	5	5.960834980010986	6.005243301391602	0.7771615982055664
She	107	0	3	8.767645835876465	5.634664058685303	0
was	107	1	3	1.8468130826950073	6.54356575012207	0
losing	107	2	6	15.658883094787598	8.70065975189209	0
strength	107	3	8	16.061084747314453	5.44590950012207	3.2547502517700195
and	107	4	3	3.2193593978881836	4.870899677276611	0.575009822845459
beginning	107	5	9	14.72639274597168	9.954510688781738	0
to	107	6	2	2.9434468746185303	5.787167549133301	4.1673431396484375
doubt	107	7	5	14.21832275390625	8.805914878845215	0
she	107	8	3	8.572330474853516	5.623737335205078	3.1821775436401367
could	107	9	5	4.157229900360107	5.482377052307129	0.14136028289794922
weather	107	10	7	20.555891036987305	6.599201202392578	0
this	107	11	4	9.819172859191895	6.676017761230469	0
<unk>	107	12	5	6.564929962158203	8.507637977600098	0
It	108	0	2	8.13441276550293	5.634664058685303	0
was	108	1	3	1.3306435346603394	3.7517857551574707	1.882878303527832
New	108	2	3	14.009588241577148	8.167149543762207	0
<unk>	108	3	5	5.552063465118408	3.743537425994873	4.423612117767334
and	108	4	3	2.98873233795166	5.1006646156311035	0
the	108	5	3	1.7361479997634888	7.234583854675293	0
girl	108	6	4	16.878883361816406	9.585884094238281	0
asked	108	7	5	13.352437019348145	6.848852634429932	2.7370314598083496
herself	108	8	7	10.252401351928711	4.444126129150391	2.404726505279541
<unk>	108	9	5	7.450823783874512	3.2720303535461426	1.172095775604248
as	108	10	2	6.333616256713867	5.324465751647949	0
lights	108	11	6	19.293533325195312	6.003917694091797	0
<unk>	108	12	5	6.507739543914795	5.665001392364502	0.3389163017272949
from	108	13	4	4.5743584632873535	5.403720378875732	0.26128101348876953
every	108	14	5	11.53657054901123	5.845801830291748	0
<unk>	108	15	5	5.083921432495117	9.857354164123535	0
and	108	16	3	3.259181261062622	6.7971601486206055	3.0601940155029297
the	108	17	3	3.4471170902252197	9.048056602478027	0
<unk>	108	18	5	2.451658248901367	10.145059585571289	0
smell	108	19	5	15.197757720947266	6.858369827270508	3.2866897583007812
of	108	20	2	2.582646369934082	3.8369693756103516	3.0214004516601562
<unk>	108	21	5	4.133337020874023	7.239565372467041	0
<unk>	108	22	5	5.082878112792969	5.8901567459106445	1.3494086265563965
<unk>	108	23	5	5.159891605377197	4.642847061157227	1.247309684753418
out	108	24	3	10.525689125061035	4.433699131011963	0.20914793014526367
on	108	25	2	6.555111885070801	3.2184672355651855	1.2152318954467773
the	108	26	3	0.9684470891952515	4.732908248901367	0
<unk>	108	27	5	3.452362060546875	9.831043243408203	0
she	108	28	3	11.711803436279297	6.54840612411499	3.282637119293213
was	108	29	3	2.6850061416625977	6.987699031829834	0
outside	108	30	7	10.99145221710205	9.160589218139648	0
all	108	31	3	10.119897842407227	5.27067756652832	3.889911651611328
<unk>	108	32	5	5.862870693206787	6.157401084899902	0
<unk>	109	0	5	2.6835286617279053	5.634664058685303	0
she	109	1	3	12.079255104064941	6.5133161544799805	0
finally	109	2	7	11.551396369934082	6.162095069885254	0.35122108459472656
sat	109	3	3	11.437148094177246	8.909626960754395	0
down	109	4	4	4.455824375152588	5.421202182769775	3.488424777984619
in	109	5	2	3.2409610748291016	5.544095516204834	0
a	109	6	1	3.505430221557617	6.995965480804443	0
corner	109	7	6	12.47222900390625	10.155988693237305	0
behind	109	8	6	9.485995292663574	4.070132255554199	6.0858564376831055
the	109	9	3	1.152883768081665	5.722160339355469	0
little	109	10	6	15.309320449829102	9.6058931350708	0
<unk>	109	11	5	3.1828863620758057	8.248382568359375	1.3575105667114258
She	110	0	3	8.767645835876465	5.634664058685303	0
put	110	1	3	10.085850715637207	6.54356575012207	0
a	110	2	1	3.384488821029663	6.107003211975098	0.43656253814697266
<unk>	110	3	5	3.8698902130126953	10.092489242553711	0
she	110	4	3	14.31269645690918	8.377294540405273	1.7151947021484375
had	110	5	3	4.404512405395508	7.255202770233154	1.1220917701721191
found	110	6	5	7.3599138259887695	8.172694206237793	0
over	110	7	4	8.535441398620605	6.205860614776611	1.9668335914611816
her	110	8	3	6.296367168426514	6.107855319976807	0.09800529479980469
legs	110	9	4	12.045604705810547	9.380640983581543	0
to	110	10	2	5.801576137542725	4.336659908294678	5.043981075286865
cover	110	11	5	10.498921394348145	7.522029399871826	0
<unk>	110	12	5	5.490142822265625	6.750421524047852	0.7716078758239746
but	110	13	3	8.858287811279297	6.057314872741699	0.6931066513061523
she	110	14	3	6.154328346252441	8.711260795593262	0
could	110	15	5	4.677027702331543	6.886223793029785	1.8250370025634766
not	110	16	3	2.1090872287750244	6.807657241821289	0.0785665512084961
keep	110	17	4	8.667120933532715	8.113523483276367	0
off	110	18	3	7.314589977264404	5.803097248077393	2.3104262351989746
the	110	19	3	2.1566667556762695	5.934518814086914	0
<unk>	110	20	5	4.444685459136963	9.9631986618042	0
The	111	0	3	3.6612181663513184	5.634664058685303	0
<unk>	111	1	5	2.9621829986572266	10.153865814208984	0
who	111	2	3	10.730592727661133	7.528629779815674	2.6252360343933105
the	111	3	3	7.450671672821045	7.541900157928467	0
night	111	4	5	9.441614151000977	10.138575553894043	0
air	111	5	3	15.011765480041504	6.533156394958496	3.605419158935547
had	111	6	3	6.890330791473389	7.856210231781006	0
completely	111	7	10	11.852066993713379	5.774876117706299	2.081334114074707
<unk>	111	8	5	5.447478771209717	7.2098588943481445	0
<unk>	111	9	5	5.311349868774414	6.408613681793213	0.8012452125549316
not	111	10	3	10.002581596374512	5.959142208099365	0.44947147369384766
go	111	11	2	13.743124961853027	8.178872108459473	0
<unk>	111	12	5	7.826440811157227	5.853367805480957	2.3255043029785156
for	111	13	3	5.989069938659668	4.787956714630127	1.06541109085083
she	111	14	3	13.394691467285156	6.638362884521484	0
had	111	15	3	5.133132457733154	6.890725612640381	0
sold	111	16	4	10.102376937866211	7.539977550506592	0
no	111	17	2	8.549154281616211	7.5418596267700195	0
<unk>	111	18	5	5.30636739730835	9.74990463256836	0
Her	112	0	3	11.004600524902344	5.634664058685303	0
father	112	1	6	4.732471466064453	9.882030487060547	0
had	112	2	3	5.224043846130371	5.944868564605713	3.937161922454834
been	112	3	4	3.0168869495391846	7.963217258453369	0
mean	112	4	4	20.446258544921875	9.364107131958008	0
and	112	5	3	5.615008354187012	6.146563529968262	3.217543601989746
moody	112	6	5	19.865764617919922	9.35942554473877	0
ever	112	7	4	15.8318510055542	6.425087928771973	2.934337615966797
since	112	8	5	9.396313667297363	7.044251918792725	0
his	112	9	3	5.355663776397705	6.9068498611450195	0.13740205764770508
wife	112	10	4	5.775365352630615	7.2258429527282715	0
had	112	11	3	4.737941265106201	5.706302642822266	1.5195403099060059
gone	112	12	4	7.8918585777282715	7.700867176055908	0
to	112	13	2	2.689554452896118	6.567068576812744	1.133798599243164
meet	112	14	4	9.529874801635742	8.240724563598633	0
her	112	15	3	4.69242525100708	5.9434332847595215	2.2972912788391113
<unk>	112	16	5	6.010178565979004	8.357524871826172	0
He	113	0	2	6.958529949188232	5.634664058685303	0
would	113	1	5	6.605273723602295	6.967998027801514	0
certainly	113	2	9	9.933334350585938	7.0900187492370605	0
beat	113	3	4	13.067122459411621	6.586101531982422	0.5039172172546387
<unk>	113	4	5	6.406467437744141	5.236792087554932	1.3493094444274902
as	113	5	2	6.311685562133789	6.28947639465332	0
he	113	6	2	5.505619525909424	5.035955429077148	1.2535209655761719
has	113	7	3	5.836201190948486	7.165050983428955	0
done	113	8	4	6.685582637786865	7.692171096801758	0
several	113	9	7	8.818181991577148	6.287425518035889	1.4047455787658691
times	113	10	5	2.609457492828369	6.791048526763916	0
in	113	11	2	3.820012331008911	4.445377826690674	2.345670700073242
the	113	12	3	1.2767267227172852	5.878814220428467	0
weeks	113	13	5	12.463753700256348	9.572676658630371	0
<unk>	113	14	5	9.269742965698242	4.869967460632324	4.702709197998047
because	113	15	7	7.979635715484619	6.07409143447876	0
she	113	16	3	6.068314552307129	4.107444763183594	1.966646671295166
had	113	17	3	3.4039032459259033	5.750965118408203	0
not	113	18	3	4.897466659545898	7.807389259338379	0
earned	113	19	6	9.979216575622559	6.744752407073975	1.0626368522644043
any	113	20	3	6.040005683898926	5.5714287757873535	1.173323631286621
money	113	21	5	5.8177666664123535	9.680593490600586	0
<unk>	113	22	5	9.096267700195312	5.4387946128845215	4.2417988777160645
<unk>	114	0	5	2.6835286617279053	5.634664058685303	0
it	114	1	2	9.240987777709961	6.5133161544799805	0
was	114	2	3	2.37290358543396	6.000521659851074	0.5127944946289062
almost	114	3	6	8.070589065551758	7.191000461578369	0
as	114	4	2	8.112500190734863	8.457261085510254	0
cold	114	5	4	14.386048316955566	6.13705587387085	2.3202052116394043
at	114	6	2	8.3201265335083	3.653491497039795	2.4835643768310547
home	114	7	4	9.272369384765625	5.057068824768066	0
as	114	8	2	7.028400421142578	4.377675533294678	0.6793932914733887
<unk>	114	9	5	5.79973840713501	6.197724342346191	0
for	114	10	3	5.386870384216309	5.482608795166016	0.7151155471801758
they	114	11	4	11.795722007751465	6.858992576599121	0
had	114	12	3	4.3603596687316895	7.636781692504883	0
only	114	13	4	8.049386978149414	7.293903350830078	0.3428783416748047
a	114	14	1	4.7833685874938965	6.777614593505859	0.5162887573242188
<unk>	114	15	5	4.196410655975342	9.938605308532715	0
roof	114	16	4	12.669576644897461	7.946770668029785	1.9918346405029297
to	114	17	2	5.372037887573242	4.358637809753418	3.588132858276367
cover	114	18	5	8.552494049072266	8.29202651977539	0
<unk>	114	19	5	5.7697625160217285	6.2862548828125	2.0057716369628906
The	115	0	3	3.6612181663513184	5.634664058685303	0
<unk>	115	1	5	2.9621829986572266	10.153865814208984	0
little	115	2	6	15.433086395263672	7.528629779815674	2.6252360343933105
hands	115	3	5	13.639829635620117	9.085114479064941	0
were	115	4	4	7.562355041503906	6.244948863983154	2.840165615081787
almost	115	5	6	8.986708641052246	9.215503692626953	0
frozen	115	6	6	13.949593544006348	9.023083686828613	0.19242000579833984
solid	115	7	5	16.64129638671875	4.730901718139648	4.292181968688965
so	115	8	2	11.114288330078125	3.348741292953491	1.3821604251861572
she	115	9	3	8.88990592956543	6.103032112121582	0
decided	115	10	7	8.152551651000977	6.665420055389404	0
that	115	11	4	4.508306503295898	1.8874315023422241	4.77798855304718
a	115	12	1	4.834478378295898	5.32980489730835	0
burning	115	13	7	10.064826011657715	10.461478233337402	0
match	115	14	5	9.57022476196289	9.184098243713379	1.2773799896240234
might	115	15	5	7.6786580085754395	4.35907506942749	4.825023174285889
be	115	16	2	0.9257123470306396	3.8116583824157715	0.5474166870117188
of	115	17	2	8.503451347351074	9.255738258361816	0
some	115	18	4	7.1753339767456055	7.407782554626465	1.8479557037353516
<unk>	115	19	5	5.0471577644348145	7.963726997375488	0
<unk>	116	0	5	2.6835293769836426	5.634662628173828	0
sounded	117	0	7	23.662120819091797	5.634664058685303	0
the	117	1	3	3.909442186355591	8.190434455871582	0
match	117	2	5	13.909314155578613	9.32143783569336	0
as	117	3	2	5.887233734130859	6.417003631591797	2.9044342041015625
she	117	4	3	7.499472141265869	5.335464954376221	1.0815386772155762
drew	117	5	4	10.11319637298584	6.918356895446777	0
it	117	6	2	7.030427932739258	6.992158889770508	0
<unk>	117	7	5	7.332207679748535	5.896740913391113	1.0954179763793945
How	118	0	3	12.316603660583496	5.634664058685303	0
it	118	1	2	4.975341320037842	7.177473068237305	0
<unk>	118	2	5	7.5382795333862305	4.749104976654053	2.428368091583252
as	118	3	2	5.625531196594238	7.234521865844727	0
it	118	4	2	5.4604010581970215	6.134387493133545	1.1001343727111816
<unk>	118	5	5	4.550137996673584	7.227861404418945	0
It	119	0	2	8.13441276550293	5.634664058685303	0
gave	119	1	4	9.155213356018066	3.7517857551574707	1.882878303527832
a	119	2	1	3.426635980606079	6.528768062591553	0
<unk>	119	3	5	4.254879474639893	10.092859268188477	0
<unk>	119	4	5	3.4033825397491455	9.530993461608887	0.5618658065795898
bright	119	5	6	17.13127326965332	7.569774627685547	1.9612188339233398
light	119	6	5	9.847259521484375	8.246262550354004	0
that	119	7	4	5.8196611404418945	7.812504291534424	0.4337582588195801
the	119	8	3	5.065202713012695	6.87925910949707	0.9332451820373535
girl	119	9	4	12.570347785949707	10.502177238464355	0
hid	119	10	3	14.617574691772461	7.5215744972229	2.980602741241455
from	119	11	4	5.549302101135254	6.770915508270264	0.7506589889526367
the	119	12	3	1.2287015914916992	5.144860744476318	1.6260547637939453
world	119	13	5	8.29151439666748	10.031698226928711	0
as	119	14	2	5.704205513000488	4.648284435272217	5.383413791656494
she	119	15	3	5.818230152130127	5.64152717590332	0
held	119	16	4	10.161981582641602	7.689177989959717	0
her	119	17	3	5.098040580749512	5.790045738220215	1.899132251739502
hand	119	18	4	7.0347137451171875	8.828797340393066	0
over	119	19	4	7.916308879852295	5.216376781463623	3.6124205589294434
<unk>	119	20	5	5.1522088050842285	5.756217956542969	0
Why	120	0	3	15.892260551452637	5.634664058685303	0
had	120	1	3	8.928053855895996	6.470585346221924	0
no	120	2	2	4.461165904998779	6.9050798416137695	0
one	120	3	3	9.585551261901855	10.02324104309082	0
wanted	120	4	6	13.382092475891113	8.649910926818848	1.3733301162719727
to	120	5	2	0.3572368025779724	2.202129602432251	6.447781324386597
buy	120	6	3	8.236740112304688	8.176532745361328	0
even	120	7	4	12.586771965026855	5.863731861114502	2.312800884246826
one	120	8	3	6.552395820617676	7.6679863929748535	0
<unk>	120	9	5	6.3980488777160645	6.7174201011657715	0.950566291809082
A	121	0	1	5.526200771331787	5.634664058685303	0
wonderful	121	1	9	15.661845207214355	9.677552223205566	0
<unk>	121	2	5	4.224939346313477	10.075182914733887	0
it	121	3	2	10.878515243530273	7.893540859222412	2.1816420555114746
was	121	4	3	2.4023826122283936	6.243073463439941	1.6504673957824707
<unk>	121	5	5	4.919135093688965	8.347406387329102	0
It	122	0	2	8.13441276550293	5.634664058685303	0
seemed	122	1	6	11.48129653930664	3.7517857551574707	1.882878303527832
to	122	2	2	1.6562830209732056	5.58414363861084	0
the	122	3	3	11.0662260055542	1.7867043018341064	3.7974393367767334
girl	122	4	4	13.525237083435059	9.851714134216309	0
that	122	5	4	3.8399415016174316	6.155212879180908	3.6965012550354004
she	122	6	3	6.533151149749756	7.6407084465026855	0
was	122	7	3	2.3762621879577637	6.3047919273376465	1.335916519165039
sitting	122	8	7	11.59764289855957	8.743398666381836	0
by	122	9	2	7.875858783721924	5.073475360870361	3.6699233055114746
a	122	10	1	3.526475429534912	7.908634662628174	0
large	122	11	5	7.804027557373047	10.324697494506836	0
iron	122	12	4	11.70483684539795	9.908822059631348	0.4158754348754883
<unk>	122	13	5	3.981642246246338	9.808588981628418	0.10023307800292969
with	122	14	4	5.408538818359375	7.686169624328613	2.1224193572998047
polished	122	15	8	16.896400451660156	5.896030902862549	1.7901387214660645
brass	122	16	5	11.4314546585083	8.4495210647583	0
feet	122	17	4	12.487789154052734	8.243141174316406	0.20637989044189453
and	122	18	3	3.4403023719787598	5.385541915893555	2.8575992584228516
a	122	19	1	2.931715250015259	9.121257781982422	0
